sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other
0,16,1,1,1,3,3,2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4,9,False,True,False,False,False,True,False,False,False,False,True,True,False
1,17,1,1,1,4,3,2,2,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,4,9,False,False,False,True,False,True,False,False,False,False,False,True,False
0,16,1,0,1,2,2,2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2,11,False,False,True,False,False,True,False,False,False,False,True,True,False
1,17,1,0,1,3,3,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,6,False,True,False,False,False,True,False,False,False,False,True,False,False
1,16,0,0,1,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,10,9,False,False,False,True,False,False,True,False,False,True,False,True,False
1,17,1,0,1,4,3,1,2,0,0,1,0,1,1,1,1,1,5,2,3,1,1,2,4,11,False,True,False,False,False,True,False,False,False,False,False,True,False
1,16,1,0,1,4,3,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10,8,False,False,False,True,False,True,False,False,True,False,False,True,False
1,16,1,0,1,3,3,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,12,False,False,True,False,False,True,False,False,True,False,False,True,False
0,17,1,0,1,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,17,False,False,True,False,False,False,True,False,False,False,True,False,False
0,17,1,1,1,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,8,False,True,False,False,False,True,False,False,False,False,True,True,False
0,16,1,0,1,3,2,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,12,False,True,False,False,False,True,False,False,False,False,True,True,False
1,17,1,0,1,3,3,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,12,11,False,False,True,False,False,False,True,False,False,True,False,True,False
1,16,1,0,1,1,2,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2,11,False,False,True,False,False,False,True,False,False,True,False,True,False
1,16,1,1,1,2,1,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,15,False,True,False,False,False,True,False,False,False,False,False,True,False
0,17,1,0,0,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,9,True,False,False,False,False,True,False,False,False,False,True,True,False
1,17,0,0,1,1,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,10,False,False,False,False,False,True,False,False,True,False,False,True,False
0,16,1,0,1,2,3,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,13,False,False,True,False,False,False,True,False,False,False,False,True,False
0,17,1,0,1,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,9,False,False,False,False,False,False,True,False,False,False,False,True,False
1,17,1,0,1,1,2,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,8,False,False,False,False,False,False,True,False,False,True,False,False,True
1,16,0,0,1,3,3,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,10,False,False,True,False,False,False,True,False,False,False,True,True,False
1,16,1,0,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,14,False,True,False,False,False,True,False,False,True,False,False,False,False
0,17,1,1,1,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,15,False,False,True,False,False,False,True,False,False,False,False,False,False
1,17,1,0,1,4,4,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,16,False,False,True,False,False,False,False,True,True,False,False,True,False
1,16,0,1,1,3,3,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,10,False,False,False,True,False,True,False,False,True,False,False,False,False
0,17,1,0,1,4,4,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18,False,False,True,False,False,False,False,True,True,False,False,True,False
0,16,1,1,1,4,4,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,10,False,False,False,True,False,False,False,True,False,False,True,True,False
0,16,1,0,1,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16,True,False,False,False,False,True,False,False,True,False,False,True,False
0,16,1,0,1,2,3,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,10,False,True,False,False,False,True,False,False,False,False,True,True,False
0,17,1,0,1,1,1,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,10,False,True,False,False,False,True,False,False,False,False,False,True,False
0,17,0,0,1,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,6,False,True,False,False,False,True,False,False,False,False,True,True,False
0,16,0,0,1,2,2,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,11,False,False,True,False,False,False,True,False,False,False,True,True,False
0,17,1,0,1,3,4,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,9,False,False,False,False,False,False,True,False,True,False,False,True,False
0,16,1,0,0,3,1,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7,False,False,True,False,False,True,False,False,False,False,False,True,False
0,16,1,0,1,4,3,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,13,False,False,False,True,False,True,False,False,False,True,False,True,False
0,16,1,0,1,1,1,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,10,False,False,False,False,False,True,False,False,True,False,False,True,False
0,17,0,0,1,4,3,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7,False,False,False,True,False,True,False,False,False,False,True,True,False
0,19,1,0,1,3,3,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8,False,True,False,False,False,True,False,False,False,False,True,False,True
1,17,1,1,1,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,13,False,False,True,False,False,True,False,False,True,False,False,True,False
0,16,1,0,0,2,2,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,14,False,True,False,False,False,True,False,False,False,False,True,True,False
1,18,1,0,1,2,2,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,8,False,False,True,False,False,True,False,False,True,False,False,True,False
0,17,0,1,1,4,4,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,10,False,False,True,False,False,True,False,False,False,True,False,True,False
0,17,1,1,1,3,2,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,15,False,True,False,False,False,True,False,False,False,False,True,True,False
0,17,1,0,1,4,3,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,4,False,True,False,False,False,True,False,False,False,False,True,True,False
1,18,1,1,1,3,3,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,8,False,False,True,False,True,False,False,False,True,False,False,False,False
0,17,1,0,1,2,3,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,8,False,False,False,False,False,True,False,False,True,False,False,False,False
0,17,1,0,1,2,2,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,10,False,False,False,False,False,False,False,False,False,False,False,True,False
0,17,0,0,1,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6,False,False,False,False,False,False,True,False,False,False,True,True,False
0,17,1,0,1,1,1,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,0,False,False,False,False,False,True,False,False,False,False,True,True,False
0,16,1,0,1,2,3,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,17,False,False,True,False,False,False,False,True,False,True,False,True,False
1,18,1,0,1,2,2,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,13,False,True,False,False,False,True,False,False,True,False,False,True,False
0,16,1,0,1,4,4,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,14,False,False,False,True,False,False,True,False,True,False,False,True,False
0,18,0,0,1,3,1,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,7,False,True,False,False,False,True,False,False,False,False,True,True,False
0,17,1,0,1,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,15,False,True,False,False,False,True,False,False,False,False,False,True,False
1,17,1,1,1,2,3,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,12,False,False,True,False,False,False,True,False,False,False,True,False,False
1,18,1,1,1,2,1,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,9,False,False,False,False,False,True,False,False,False,False,False,True,False
0,17,1,0,0,2,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,False,True,False,False,False,True,False,False,False,False,False,True,False
0,17,1,1,1,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,14,True,False,False,False,False,True,False,False,False,False,True,False,False
1,17,0,0,1,2,2,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11,False,True,False,False,False,True,False,False,False,False,False,False,False
1,17,1,0,1,4,4,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,9,False,False,False,True,False,False,False,True,False,False,True,True,False
1,16,1,0,1,4,4,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,13,True,False,False,False,False,True,False,False,False,False,True,False,False
1,16,1,1,1,1,1,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,6,False,True,False,False,False,True,False,False,True,False,False,True,False
1,16,1,0,1,3,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,10,False,False,False,False,False,True,False,False,False,False,True,True,False
1,17,1,1,1,2,2,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,13,False,True,False,False,False,True,False,False,True,False,False,False,False
0,16,1,0,1,2,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,12,False,True,False,False,False,True,False,False,True,False,False,True,False
0,17,0,0,1,2,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,11,False,False,False,False,False,False,True,False,False,False,False,True,False
1,18,1,0,1,2,2,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False
1,17,1,1,1,4,3,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12,True,False,False,False,False,True,False,False,False,False,False,True,False
1,17,0,1,0,4,4,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,12,False,False,False,True,False,True,False,False,False,False,False,True,False
1,16,1,1,1,4,3,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False
1,16,1,0,1,4,4,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,12,False,False,True,False,False,False,True,False,False,False,False,True,False
0,18,1,0,1,2,1,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True
1,16,1,0,1,2,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,False,True,False,False,False,True,False,False,False,False,False,True,False
1,17,1,0,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,13,False,True,False,False,False,True,False,False,False,False,False,False,False
1,22,1,0,1,3,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,8,False,False,True,False,False,False,True,False,False,True,False,True,False
1,18,0,1,1,3,3,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,5,False,True,False,False,False,False,True,False,False,False,False,True,False
1,16,1,0,1,0,2,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,15,False,True,False,False,False,True,False,False,False,True,False,True,False
1,18,1,0,1,3,2,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,8,False,False,True,False,False,True,False,False,False,False,False,True,False
1,16,1,0,1,3,3,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,10,False,False,False,False,False,True,False,False,False,False,True,False,True
1,18,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,8,False,False,True,False,False,False,True,False,False,True,False,True,False
1,16,0,0,1,2,1,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8,False,True,False,False,False,True,False,False,False,False,False,True,False
1,17,0,0,1,2,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,12,False,True,False,False,False,True,False,False,False,False,False,True,False
1,17,1,1,1,1,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,8,True,False,False,False,False,True,False,False,False,False,False,True,False
0,17,1,1,1,4,2,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,13,False,False,False,True,False,False,True,False,False,False,True,True,False
1,19,1,1,0,4,3,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11,False,False,True,False,False,False,False,False,False,False,True,True,False
1,18,1,0,1,2,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,14,False,True,False,False,False,True,False,False,True,False,False,True,False
0,17,1,1,1,2,2,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False
0,18,1,0,1,4,3,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,18,False,False,True,False,False,True,False,False,True,False,False,False,False
1,18,1,0,1,4,3,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8,False,False,False,True,False,True,False,False,False,False,False,True,False
1,18,0,0,1,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,12,False,True,False,False,False,True,False,False,False,False,False,True,False
0,17,1,0,1,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,9,False,True,False,False,False,True,False,False,True,False,False,True,False
0,18,1,0,1,2,2,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,0,False,False,False,False,False,False,True,False,True,False,False,True,False
1,18,0,1,0,3,4,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,False,True,False,False,False,True,False,False,False,False,True,True,False
1,17,1,0,1,3,1,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,10,False,False,True,False,False,True,False,False,False,True,False,True,False
0,18,0,0,1,4,4,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,11,False,False,False,True,False,True,False,False,False,False,True,True,False
1,18,1,0,1,4,2,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,True,False,False,False,False,True,False,False,False,False,True,False,False
0,18,0,0,1,2,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,19,1,0,1,3,3,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,False,True,False,False,False,False,True,False,True,False,False,False,True
0,18,1,0,1,2,3,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,14,False,True,False,False,False,False,True,False,False,False,True,False,False
0,18,1,1,1,1,1,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11,False,True,False,False,False,True,False,False,True,False,False,True,False
1,17,0,0,1,1,2,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,14,False,False,False,False,False,False,False,False,True,False,False,True,False
0,17,1,0,1,2,4,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10,False,False,False,False,True,False,False,False,False,False,True,True,False
0,17,1,1,1,2,2,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,False,False,True,False,False,True,False,False,False,False,False,True,False
0,18,0,0,0,3,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,9,False,True,False,False,False,False,True,False,True,False,False,True,False
1,18,1,0,1,4,4,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9,False,False,False,True,False,False,True,False,True,False,False,True,False
0,18,1,0,1,4,4,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,8,True,False,False,False,True,False,False,False,False,False,True,False,False
1,18,1,1,1,4,3,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10,False,False,False,True,False,False,True,False,False,False,False,True,False
1,17,1,1,0,4,1,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8,False,False,True,False,False,True,False,False,True,False,False,True,False
1,17,1,1,0,3,2,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,10,False,False,False,True,False,False,True,False,True,False,False,True,False
0,18,0,1,1,1,1,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12,False,False,False,False,False,True,False,False,False,False,True,True,False
0,18,1,0,1,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,10,False,True,False,False,False,True,False,False,True,False,False,True,False
0,17,1,0,1,2,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,11,False,True,False,False,False,True,False,False,False,False,False,True,False
1,17,1,0,1,1,1,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,11,False,True,False,False,False,True,False,False,False,False,True,False,False
0,18,1,0,1,2,2,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,19,False,False,False,False,False,False,False,False,False,True,False,True,False
0,17,1,0,1,1,1,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,12,False,False,True,False,False,False,False,True,False,False,True,True,False
1,18,1,0,1,2,1,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,14,False,False,True,False,False,False,True,False,False,False,True,True,False
1,18,1,1,0,4,4,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15,False,False,False,True,False,False,False,True,False,False,True,True,False
1,18,1,0,1,4,2,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,11,False,False,False,True,False,True,False,False,True,False,False,True,False
0,17,1,0,1,4,3,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15,True,False,False,False,False,False,True,False,False,False,True,True,False
0,18,1,1,1,2,1,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,13,False,False,True,False,False,False,False,False,False,False,True,True,False
0,17,0,1,1,3,1,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,False,False,True,False,False,True,False,False,False,False,True,True,False
1,18,0,1,1,3,2,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14,False,False,True,False,False,True,False,False,False,False,True,True,False
1,17,1,0,1,3,3,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,11,True,False,False,False,False,True,False,False,True,False,False,True,False
0,19,1,0,1,4,4,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,0,True,False,False,False,False,True,False,False,False,False,True,False,True
0,18,1,1,1,4,3,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,8,False,True,False,False,False,True,False,False,True,False,False,False,True
0,18,1,0,1,4,3,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,False,True,False,False,False,True,False,False,False,False,True,False,False
1,18,1,1,1,4,4,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16,False,False,False,True,False,False,False,True,True,False,False,True,False
0,18,1,1,0,4,4,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,11,True,False,False,False,False,True,False,False,True,False,False,True,False
1,17,1,1,1,4,4,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,10,False,True,False,False,False,False,False,True,True,False,False,False,False
0,17,1,0,1,4,2,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,False,True,False,False,False,True,False,False,False,False,True,True,False
0,17,1,0,1,3,2,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,18,True,False,False,False,True,False,False,False,False,False,True,False,False
1,19,1,0,1,3,3,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,13,False,True,False,False,False,True,False,False,True,False,False,False,True
0,18,1,0,1,2,4,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,12,False,False,True,False,False,False,False,False,False,False,True,False,True
1,20,1,0,0,3,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,18,False,False,True,False,False,True,False,False,False,False,False,False,True
1,19,1,0,1,4,4,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,8,False,False,False,True,False,False,True,False,False,False,True,False,True
1,19,0,0,1,3,3,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,12,False,True,False,False,False,False,True,False,False,False,True,False,False
0,19,1,1,1,1,1,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,10,False,False,False,False,False,True,False,False,False,False,True,False,True
0,19,1,1,1,1,2,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True
0,19,1,0,1,2,1,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,13,False,False,False,False,False,True,False,False,False,True,False,False,True
1,19,1,0,1,1,2,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,11,False,True,False,False,False,False,True,False,False,False,False,False,True
0,19,1,1,1,3,2,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,11,False,False,True,False,False,True,False,False,False,False,True,False,True
0,19,1,0,1,1,1,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,13,False,False,False,False,True,False,False,False,True,False,False,False,True
0,19,0,0,1,2,3,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,11,False,True,False,False,False,True,False,False,False,False,True,False,True
0,18,1,0,1,2,1,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,18,1,0,1,4,3,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9,False,True,False,False,False,True,False,False,False,False,False,True,False
0,17,0,0,1,3,4,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,10,False,False,False,False,False,False,True,False,False,False,False,False,False
0,18,1,0,1,4,4,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11,False,False,False,True,False,True,False,False,False,False,False,True,False
0,17,1,0,0,4,3,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13,False,False,True,False,False,False,True,False,False,False,False,True,False
0,17,1,0,1,2,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,9,False,True,False,False,False,True,False,False,False,False,False,True,False
0,17,0,1,1,2,2,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11,False,False,True,False,False,False,True,False,False,False,False,True,False
0,17,1,0,1,3,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,15,False,False,True,False,False,False,True,False,False,False,False,False,False
0,17,1,1,1,0,2,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,15,False,False,False,False,False,False,False,False,True,False,False,False,False
1,18,1,0,1,4,4,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,11,False,True,False,False,False,True,False,False,False,False,False,True,False
1,17,1,0,1,3,3,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,16,False,True,False,False,False,False,True,False,False,False,True,True,False
1,17,0,0,1,2,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,10,False,False,True,False,False,True,False,False,False,False,False,True,False
0,17,1,0,1,4,4,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,9,False,False,False,True,False,False,True,False,False,False,False,True,False
0,17,1,0,1,4,4,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14,False,False,False,True,False,False,False,True,False,False,False,True,False
1,18,1,1,1,2,2,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,8,False,True,False,False,False,True,False,False,False,False,False,True,False
0,17,0,0,1,2,4,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,14,False,False,False,False,False,True,False,False,False,False,False,False,False
0,18,1,0,1,3,3,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,0,False,False,True,False,False,False,True,False,True,False,False,True,False
0,18,1,1,1,2,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True
0,18,0,0,1,2,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,17,1,0,1,3,4,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,15,False,False,True,False,False,True,False,False,False,False,False,True,False
0,19,0,0,0,3,1,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,13,False,False,True,False,False,False,False,False,True,False,False,False,True
0,17,1,0,1,3,2,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,18,1,1,1,3,3,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,17,False,False,True,False,False,False,True,False,True,False,False,True,False
0,17,0,0,0,3,2,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,10,False,True,False,False,False,True,False,False,True,False,False,True,False
0,19,1,0,1,2,1,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11,False,False,True,False,False,False,True,False,True,False,False,False,True
1,18,1,0,1,4,4,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,0,False,False,False,True,False,False,True,False,True,False,False,False,False
1,18,1,1,1,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,15,False,False,True,False,False,True,False,False,True,False,False,True,False
0,17,1,0,0,2,2,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
0,18,1,0,1,2,3,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,10,False,False,False,False,False,True,False,False,False,False,False,True,False
0,18,1,0,1,3,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,14,False,True,False,False,False,False,True,False,False,True,False,True,False
1,18,0,0,1,4,3,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16,False,False,False,True,False,False,True,False,False,False,False,True,False
1,18,1,0,1,4,3,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,9,False,False,False,True,False,True,False,False,False,False,False,True,False
0,17,1,0,1,4,3,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,15,True,False,False,False,False,True,False,False,False,False,True,True,False
1,18,0,0,1,3,2,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,13,False,True,False,False,False,True,False,False,False,False,False,True,False
1,19,0,0,1,1,1,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,8,False,True,False,False,False,False,True,False,True,False,False,False,True
