StudentID,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Online Classes Taken
8749,Male,78.0,8.0,77.0,0.0,Low,72.0,False
5915,Female,82.0,22.0,78.0,0.0,High,68.0,False
2577,Female,95.0,18.0,88.0,1.0,Low,72.0,False
1324,Female,90.0,30.0,86.0,1.0,Low,88.0,True
5663,Female,95.0,12.0,77.0,1.0,High,62.0,True
3745,Female,70.0,22.0,86.0,0.0,High,87.0,False
6191,Female,88.0,22.0,60.0,2.0,Medium,90.0,False
7782,Male,78.0,15.0,65.0,3.0,Low,85.0,True
4450,Male,70.0,20.0,85.0,2.0,Medium,72.0,False
9584,Male,90.0,18.0,86.0,0.0,High,62.0,False
8260,Male,78.0,12.0,65.0,1.0,High,90.0,False
8654,Female,82.0,17.0,65.0,2.0,High,88.0,False
9576,Female,95.0,17.0,70.0,3.0,High,78.0,False
3551,Male,85.0,15.0,70.0,0.0,Medium,85.0,False
8816,Female,85.0,8.0,82.0,3.0,High,80.0,False
8161,Female,92.0,10.0,60.0,0.0,High,85.0,True
9464,Female,88.0,12.0,82.0,0.0,High,87.0,True
8460,Female,88.0,22.0,77.0,3.0,Medium,80.0,True
4046,Male,88.0,18.0,65.0,1.0,Low,80.0,True
9086,Male,95.0,8.0,82.0,1.0,Medium,78.0,False
2314,Male,85.0,18.0,60.0,2.0,Low,78.0,False
1206,Male,92.0,8.0,77.0,3.0,Low,80.0,True
9538,Male,85.0,8.0,82.0,1.0,High,80.0,True
5150,Female,88.0,25.0,88.0,1.0,Low,92.0,False
6316,Male,78.0,18.0,86.0,2.0,Medium,92.0,False
3539,Female,90.0,25.0,65.0,1.0,High,88.0,True
1979,Female,78.0,12.0,85.0,0.0,Medium,92.0,False
8187,Male,85.0,8.0,88.0,0.0,Medium,80.0,False
9892,Female,92.0,22.0,65.0,2.0,Medium,80.0,True
2128,Male,85.0,18.0,82.0,2.0,Medium,78.0,False
4039,Male,91.0,30.0,86.0,3.0,Medium,87.0,False
4110,Female,82.0,10.0,86.0,2.0,High,62.0,True
9572,Male,85.0,10.0,65.0,1.0,High,87.0,True
7366,Female,82.0,22.0,86.0,2.0,High,90.0,True
1214,Male,85.0,20.0,77.0,1.0,Medium,72.0,False
1955,Female,82.0,15.0,85.0,1.0,High,92.0,True
4784,Female,92.0,25.0,70.0,3.0,Low,68.0,False
2728,Female,85.0,8.0,85.0,0.0,High,72.0,True
9747,Female,95.0,30.0,70.0,1.0,Medium,62.0,False
4943,Male,70.0,12.0,82.0,1.0,Medium,78.0,True
5660,Male,82.0,10.0,82.0,1.0,Medium,92.0,True
5521,Male,90.0,15.0,77.0,1.0,High,68.0,True
4817,Female,88.0,20.0,86.0,0.0,Low,92.0,False
8905,Male,85.0,22.0,85.0,3.0,Low,85.0,False
7266,Male,88.0,12.0,78.0,1.0,Low,88.0,True
3509,Male,70.0,17.0,86.0,3.0,Low,87.0,False
7529,Male,78.0,10.0,77.0,2.0,High,78.0,True
9589,Male,92.0,17.0,82.0,0.0,Medium,88.0,False
7939,Female,95.0,25.0,88.0,1.0,Low,80.0,False
8245,Male,85.0,15.0,90.0,3.0,Low,90.0,True
2841,Male,88.0,22.0,65.0,2.0,High,90.0,False
8373,Female,85.0,30.0,90.0,2.0,High,92.0,False
9991,Female,91.0,10.0,78.0,0.0,Low,72.0,True
5653,Male,91.0,18.0,78.0,1.0,Low,80.0,False
6901,Male,85.0,18.0,60.0,3.0,Medium,72.0,True
8940,Male,78.0,25.0,70.0,1.0,Low,80.0,False
6465,Female,70.0,10.0,78.0,1.0,Low,90.0,True
9212,Female,85.0,18.0,60.0,1.0,Low,85.0,False
3248,Male,70.0,12.0,86.0,3.0,Medium,92.0,False
6395,Female,82.0,10.0,90.0,0.0,Low,72.0,True
6062,Male,70.0,17.0,86.0,0.0,Medium,87.0,True
4016,Female,78.0,15.0,88.0,0.0,Medium,80.0,False
3489,Male,88.0,10.0,65.0,1.0,Low,88.0,True
4804,Male,85.0,30.0,85.0,1.0,High,72.0,False
4014,Female,85.0,17.0,65.0,0.0,High,92.0,True
5421,Female,92.0,25.0,90.0,2.0,High,80.0,False
8496,Male,70.0,8.0,78.0,3.0,Low,62.0,True
9530,Male,85.0,17.0,78.0,3.0,Low,72.0,True
7347,Male,92.0,18.0,77.0,0.0,Medium,85.0,False
1893,Male,85.0,17.0,85.0,2.0,High,68.0,True
7440,Female,95.0,17.0,78.0,0.0,Medium,88.0,False
2477,Female,95.0,10.0,85.0,2.0,High,78.0,False
9383,Male,70.0,12.0,60.0,1.0,High,90.0,True
3656,Male,78.0,15.0,60.0,2.0,Medium,78.0,True
3155,Male,85.0,22.0,82.0,1.0,Medium,78.0,True
9084,Male,92.0,22.0,77.0,1.0,Medium,78.0,True
5009,Female,91.0,12.0,90.0,1.0,High,68.0,True
3381,Male,91.0,22.0,82.0,1.0,High,80.0,True
5659,Male,85.0,22.0,88.0,1.0,High,85.0,True
8001,Male,88.0,17.0,78.0,2.0,Low,80.0,True
4425,Male,90.0,22.0,70.0,2.0,Medium,88.0,False
7996,Female,88.0,12.0,86.0,3.0,Medium,68.0,False
9069,Male,91.0,25.0,82.0,3.0,High,87.0,True
4396,Female,70.0,15.0,88.0,1.0,Low,92.0,False
5168,Male,88.0,18.0,70.0,2.0,Medium,80.0,False
7488,Male,78.0,25.0,88.0,1.0,Low,78.0,True
8888,Male,85.0,12.0,88.0,1.0,Medium,80.0,False
9779,Male,92.0,22.0,78.0,1.0,High,68.0,False
7147,Male,91.0,22.0,60.0,0.0,Low,87.0,False
6152,Male,88.0,8.0,85.0,1.0,High,90.0,True
9192,Male,92.0,30.0,77.0,2.0,Medium,90.0,True
4361,Male,85.0,8.0,70.0,2.0,High,85.0,True
6460,Female,85.0,20.0,70.0,2.0,High,88.0,True
6257,Male,92.0,18.0,82.0,2.0,Medium,78.0,True
3580,Male,90.0,15.0,86.0,2.0,Low,87.0,False
5440,Male,88.0,22.0,90.0,0.0,High,85.0,False
1831,Male,85.0,17.0,78.0,2.0,Medium,80.0,True
8304,Female,88.0,30.0,90.0,2.0,High,78.0,False
2593,Female,88.0,17.0,77.0,3.0,High,68.0,False
6954,Female,78.0,17.0,88.0,1.0,Medium,80.0,False
8842,Female,78.0,18.0,88.0,3.0,Low,68.0,True
6339,Male,88.0,12.0,77.0,0.0,Low,62.0,True
8903,Female,90.0,30.0,90.0,3.0,Medium,62.0,True
3835,Male,91.0,17.0,85.0,3.0,Low,78.0,False
3886,Female,70.0,20.0,86.0,2.0,Low,88.0,False
9098,Male,90.0,25.0,65.0,3.0,Low,80.0,True
8421,Female,70.0,22.0,86.0,1.0,High,92.0,False
5989,Female,95.0,20.0,86.0,1.0,Low,72.0,False
2022,Female,82.0,15.0,78.0,2.0,Medium,87.0,True
8073,Female,95.0,8.0,60.0,0.0,Medium,72.0,False
3278,Male,82.0,8.0,88.0,0.0,High,85.0,True
3200,Male,90.0,15.0,65.0,1.0,Low,62.0,True
3248,Female,85.0,22.0,60.0,3.0,High,78.0,False
7303,Female,92.0,10.0,60.0,3.0,High,88.0,True
9220,Female,70.0,12.0,86.0,1.0,High,80.0,False
2854,Female,90.0,17.0,78.0,2.0,Medium,72.0,True
5017,Female,90.0,12.0,86.0,2.0,Low,80.0,True
8681,Female,82.0,17.0,86.0,1.0,Medium,90.0,False
3744,Male,91.0,18.0,86.0,2.0,High,78.0,True
5780,Male,88.0,17.0,85.0,0.0,Low,87.0,False
8317,Female,78.0,17.0,90.0,1.0,High,72.0,True
6653,Male,88.0,20.0,78.0,1.0,Medium,62.0,True
7222,Female,85.0,18.0,65.0,2.0,Medium,80.0,False
6172,Male,90.0,12.0,88.0,0.0,Low,85.0,True
5183,Female,85.0,25.0,86.0,3.0,Low,90.0,False
9972,Male,85.0,20.0,78.0,0.0,High,72.0,False
4594,Female,88.0,25.0,78.0,1.0,Low,87.0,True
2995,Male,90.0,22.0,65.0,0.0,Low,88.0,True
4018,Female,88.0,17.0,85.0,1.0,Medium,62.0,True
5216,Male,90.0,18.0,78.0,0.0,Medium,90.0,False
3915,Female,90.0,17.0,90.0,3.0,Medium,68.0,True
9857,Female,92.0,22.0,85.0,1.0,Low,85.0,True
5105,Female,85.0,17.0,65.0,1.0,High,62.0,False
7411,Male,82.0,17.0,77.0,0.0,Medium,87.0,False
8898,Male,91.0,12.0,88.0,1.0,Low,85.0,True
6985,Female,90.0,17.0,78.0,3.0,High,72.0,True
5896,Female,90.0,30.0,77.0,2.0,Low,78.0,True
4163,Male,91.0,25.0,77.0,0.0,High,72.0,False
1268,Male,95.0,15.0,88.0,1.0,Medium,87.0,False
9791,Male,91.0,25.0,85.0,1.0,Low,68.0,False
1750,Male,78.0,15.0,65.0,1.0,Medium,87.0,True
2742,Male,85.0,22.0,86.0,3.0,High,92.0,False
6312,Male,88.0,12.0,65.0,1.0,High,80.0,True
3185,Male,91.0,8.0,65.0,1.0,Medium,87.0,True
5648,Female,85.0,10.0,90.0,0.0,Low,85.0,True
3859,Male,91.0,10.0,77.0,3.0,High,85.0,True
4144,Male,82.0,20.0,86.0,1.0,Low,72.0,True
5528,Male,92.0,20.0,65.0,1.0,Medium,80.0,True
6966,Female,92.0,8.0,82.0,1.0,Low,80.0,True
9804,Male,78.0,15.0,77.0,2.0,High,87.0,False
6340,Female,92.0,30.0,90.0,2.0,Medium,92.0,False
4276,Female,92.0,20.0,77.0,3.0,Medium,80.0,True
8454,Male,70.0,30.0,65.0,1.0,Low,92.0,True
6503,Male,85.0,22.0,78.0,2.0,High,87.0,False
3804,Female,92.0,18.0,86.0,0.0,Low,88.0,True
2416,Female,82.0,17.0,90.0,3.0,Medium,80.0,False
5041,Male,95.0,8.0,86.0,3.0,Low,68.0,False
1724,Male,85.0,12.0,78.0,0.0,Low,62.0,True
8412,Male,92.0,17.0,70.0,1.0,Low,62.0,False
5846,Male,90.0,15.0,78.0,2.0,High,78.0,True
8452,Female,78.0,8.0,65.0,1.0,Low,78.0,True
7305,Female,82.0,15.0,82.0,0.0,Medium,88.0,True
2326,Female,85.0,12.0,88.0,1.0,High,62.0,True
6989,Female,78.0,12.0,85.0,2.0,Low,92.0,True
9841,Male,85.0,22.0,90.0,3.0,Medium,90.0,False
5540,Male,90.0,30.0,88.0,1.0,Medium,72.0,False
9714,Female,85.0,22.0,88.0,2.0,High,78.0,True
5724,Male,90.0,10.0,82.0,2.0,High,68.0,True
5803,Female,82.0,10.0,77.0,1.0,Medium,78.0,False
4097,Male,85.0,17.0,70.0,1.0,Medium,88.0,False
8965,Female,85.0,18.0,78.0,0.0,Medium,68.0,False
7093,Female,85.0,10.0,88.0,2.0,Medium,68.0,False
3986,Male,78.0,10.0,90.0,2.0,High,90.0,False
7056,Male,92.0,17.0,78.0,1.0,Medium,68.0,True
9743,Female,90.0,15.0,60.0,1.0,High,78.0,True
9948,Male,88.0,17.0,82.0,3.0,High,68.0,False
6549,Male,85.0,15.0,78.0,2.0,High,85.0,True
8306,Female,90.0,30.0,78.0,3.0,Low,92.0,False
4206,Male,90.0,17.0,77.0,2.0,Low,62.0,True
6915,Female,78.0,8.0,88.0,0.0,Medium,80.0,False
8300,Male,92.0,17.0,60.0,1.0,Medium,68.0,False
2449,Male,70.0,18.0,60.0,0.0,Low,78.0,True
4264,Male,70.0,18.0,70.0,1.0,High,85.0,False
8593,Male,85.0,15.0,65.0,2.0,Medium,78.0,False
7834,Male,85.0,25.0,78.0,2.0,Medium,78.0,False
8872,Female,88.0,17.0,85.0,1.0,Low,88.0,True
1958,Male,95.0,17.0,65.0,1.0,High,80.0,True
1798,Female,88.0,12.0,85.0,2.0,High,68.0,True
9908,Female,95.0,18.0,82.0,1.0,High,72.0,True
3243,Female,95.0,17.0,60.0,1.0,High,87.0,True
3277,Male,91.0,12.0,88.0,0.0,Low,85.0,True
3108,Male,92.0,18.0,65.0,3.0,High,87.0,True
2273,Male,85.0,8.0,78.0,3.0,High,80.0,True
8685,Male,88.0,15.0,78.0,2.0,Low,80.0,True
4365,Male,78.0,30.0,78.0,2.0,High,85.0,False
3630,Male,82.0,22.0,85.0,2.0,Low,80.0,True
5617,Male,82.0,15.0,85.0,3.0,Low,78.0,True
8203,Male,78.0,30.0,60.0,0.0,High,72.0,False
3025,Female,90.0,12.0,65.0,1.0,Medium,85.0,True
6375,Female,88.0,8.0,82.0,1.0,Low,85.0,True
7672,Female,70.0,25.0,85.0,1.0,High,90.0,False
2723,Female,85.0,12.0,85.0,2.0,High,62.0,True
3764,Male,95.0,25.0,88.0,3.0,Low,62.0,False
5563,Female,70.0,30.0,77.0,3.0,Medium,78.0,False
2770,Male,88.0,17.0,77.0,3.0,Low,68.0,True
2117,Female,85.0,10.0,60.0,3.0,Low,90.0,True
2253,Female,85.0,25.0,82.0,1.0,Medium,72.0,True
1517,Female,90.0,8.0,77.0,1.0,Medium,78.0,True
5965,Male,85.0,8.0,65.0,2.0,Low,62.0,False
9837,Female,85.0,12.0,65.0,2.0,High,62.0,False
6779,Female,95.0,15.0,78.0,3.0,High,68.0,True
6591,Female,90.0,8.0,88.0,1.0,Medium,90.0,True
4844,Female,91.0,20.0,85.0,2.0,High,90.0,False
1612,Female,70.0,22.0,70.0,0.0,Medium,80.0,True
6185,Female,88.0,8.0,88.0,3.0,High,78.0,True
6504,Female,82.0,30.0,65.0,3.0,Medium,90.0,False
2234,Male,88.0,18.0,78.0,2.0,Low,62.0,True
2552,Female,88.0,20.0,86.0,2.0,Medium,62.0,True
5945,Female,70.0,12.0,88.0,3.0,Medium,62.0,False
9971,Male,85.0,12.0,65.0,3.0,Medium,92.0,False
8133,Female,95.0,20.0,90.0,0.0,Medium,85.0,True
7649,Male,90.0,10.0,90.0,1.0,High,85.0,False
7914,Male,92.0,10.0,82.0,0.0,High,85.0,True
1691,Female,85.0,15.0,85.0,1.0,Low,85.0,False
2479,Female,78.0,25.0,85.0,3.0,Low,72.0,False
9133,Male,92.0,22.0,85.0,1.0,Medium,88.0,True
7928,Male,78.0,20.0,65.0,3.0,Medium,78.0,True
9034,Female,90.0,30.0,70.0,0.0,High,92.0,True
6947,Female,95.0,18.0,78.0,3.0,High,80.0,True
5144,Female,88.0,30.0,85.0,2.0,High,78.0,False
5929,Male,92.0,18.0,90.0,0.0,Medium,90.0,False
1555,Female,90.0,17.0,77.0,0.0,Medium,62.0,True
5275,Male,95.0,8.0,86.0,2.0,Low,80.0,True
4010,Female,78.0,15.0,60.0,3.0,Low,85.0,True
3585,Male,82.0,10.0,86.0,0.0,Medium,78.0,True
5270,Male,91.0,30.0,82.0,3.0,High,62.0,False
4677,Male,85.0,12.0,86.0,3.0,High,78.0,True
1231,Female,85.0,17.0,85.0,3.0,Low,92.0,False
5717,Female,70.0,10.0,60.0,3.0,Low,92.0,True
8506,Male,85.0,17.0,65.0,1.0,Low,62.0,False
7935,Female,90.0,20.0,70.0,1.0,High,90.0,False
1745,Male,88.0,12.0,86.0,0.0,Medium,62.0,True
3938,Female,88.0,12.0,77.0,1.0,Medium,68.0,False
3323,Female,90.0,30.0,78.0,0.0,Medium,85.0,False
5312,Female,82.0,30.0,60.0,0.0,Medium,78.0,False
1871,Male,78.0,15.0,90.0,0.0,High,78.0,False
8150,Male,85.0,15.0,78.0,1.0,Low,72.0,True
3425,Male,95.0,20.0,90.0,2.0,High,68.0,True
1067,Male,70.0,20.0,90.0,1.0,Low,87.0,False
2998,Female,95.0,17.0,85.0,1.0,High,80.0,False
8439,Female,91.0,15.0,88.0,1.0,Low,88.0,True
4463,Male,88.0,30.0,78.0,2.0,Low,88.0,False
3916,Male,70.0,20.0,78.0,3.0,High,62.0,True
2975,Female,85.0,8.0,82.0,3.0,High,90.0,True
9021,Female,70.0,17.0,82.0,3.0,Low,62.0,False
4053,Female,70.0,20.0,78.0,2.0,Medium,78.0,True
9115,Male,88.0,17.0,60.0,2.0,Medium,85.0,False
5073,Female,88.0,22.0,78.0,2.0,High,80.0,False
7766,Male,85.0,22.0,82.0,1.0,Medium,88.0,True
2866,Female,78.0,10.0,60.0,1.0,High,62.0,False
8454,Female,91.0,18.0,88.0,0.0,High,68.0,False
2742,Female,82.0,15.0,78.0,0.0,High,80.0,False
7637,Female,88.0,22.0,86.0,1.0,Low,62.0,True
3213,Male,92.0,20.0,78.0,3.0,High,92.0,True
8139,Male,90.0,18.0,77.0,0.0,Medium,62.0,True
8295,Female,85.0,15.0,77.0,3.0,High,92.0,True
6469,Male,90.0,8.0,60.0,1.0,Low,88.0,False
1606,Female,70.0,17.0,70.0,3.0,Low,80.0,True
1994,Male,70.0,22.0,88.0,2.0,High,85.0,False
2915,Female,91.0,30.0,77.0,0.0,High,68.0,False
6633,Female,92.0,12.0,90.0,3.0,Low,90.0,False
3148,Female,70.0,8.0,88.0,1.0,High,88.0,True
8911,Male,78.0,25.0,65.0,3.0,Medium,87.0,False
4845,Male,82.0,15.0,78.0,1.0,Medium,90.0,True
2043,Female,70.0,20.0,86.0,3.0,High,72.0,False
6820,Male,82.0,18.0,65.0,2.0,Low,87.0,False
2817,Male,91.0,22.0,85.0,2.0,High,72.0,True
4365,Female,78.0,18.0,77.0,2.0,Medium,87.0,False
3257,Male,92.0,17.0,60.0,1.0,High,78.0,True
2396,Female,95.0,8.0,88.0,3.0,High,72.0,True
8025,Female,88.0,17.0,70.0,1.0,High,78.0,True
2389,Female,88.0,8.0,65.0,0.0,High,80.0,True
1947,Female,70.0,8.0,78.0,2.0,Low,90.0,False
9647,Male,70.0,17.0,90.0,2.0,Low,88.0,False
7627,Male,88.0,20.0,78.0,2.0,Medium,62.0,True
1383,Male,82.0,22.0,82.0,3.0,Medium,62.0,True
7110,Female,82.0,30.0,85.0,1.0,Low,87.0,True
8424,Female,92.0,22.0,86.0,2.0,Low,92.0,True
7187,Male,90.0,30.0,70.0,3.0,High,90.0,False
7751,Male,90.0,15.0,60.0,0.0,Medium,92.0,False
9502,Male,88.0,22.0,77.0,0.0,Medium,78.0,True
3364,Male,85.0,17.0,65.0,2.0,Low,87.0,False
1534,Male,82.0,30.0,85.0,3.0,Medium,87.0,False
1659,Male,90.0,30.0,82.0,1.0,Medium,85.0,True
3328,Female,85.0,18.0,82.0,3.0,High,78.0,False
2106,Male,70.0,17.0,86.0,2.0,Low,78.0,False
8786,Male,78.0,12.0,77.0,1.0,Low,78.0,False
2463,Female,70.0,25.0,60.0,1.0,Low,80.0,False
2450,Male,85.0,22.0,82.0,2.0,Low,87.0,True
9877,Male,91.0,12.0,90.0,1.0,Low,80.0,True
1310,Female,92.0,25.0,86.0,1.0,High,80.0,True
9052,Male,95.0,17.0,65.0,0.0,High,72.0,True
2878,Male,82.0,10.0,82.0,0.0,High,85.0,False
7672,Male,85.0,22.0,88.0,0.0,High,80.0,False
3334,Female,95.0,18.0,60.0,2.0,High,92.0,True
9076,Female,90.0,18.0,78.0,1.0,Medium,72.0,True
7676,Male,85.0,18.0,70.0,3.0,Low,87.0,True
5990,Female,85.0,20.0,70.0,3.0,High,90.0,True
9806,Female,82.0,17.0,78.0,1.0,Medium,88.0,True
1985,Female,88.0,22.0,78.0,1.0,Medium,92.0,False
1745,Male,82.0,22.0,85.0,2.0,High,62.0,False
8077,Male,91.0,12.0,88.0,1.0,Low,85.0,False
5473,Male,95.0,30.0,90.0,1.0,Low,90.0,True
2270,Male,85.0,20.0,88.0,0.0,Low,90.0,True
3044,Female,95.0,25.0,77.0,1.0,High,80.0,False
4137,Male,91.0,18.0,90.0,3.0,Medium,90.0,True
1116,Male,70.0,20.0,78.0,3.0,Low,78.0,True
2070,Male,90.0,10.0,82.0,3.0,High,72.0,True
1378,Female,82.0,17.0,78.0,1.0,Low,80.0,False
7666,Female,90.0,12.0,77.0,1.0,Medium,72.0,True
1769,Female,88.0,12.0,77.0,1.0,High,62.0,True
4696,Female,90.0,25.0,90.0,0.0,Medium,85.0,True
1456,Female,70.0,15.0,86.0,1.0,Medium,92.0,False
1891,Female,88.0,17.0,85.0,3.0,Low,78.0,False
3045,Male,85.0,15.0,60.0,1.0,Low,87.0,False
1897,Female,91.0,8.0,85.0,2.0,Low,80.0,False
7581,Male,91.0,8.0,90.0,3.0,Low,88.0,False
8014,Male,95.0,15.0,77.0,2.0,Medium,88.0,True
2106,Male,91.0,10.0,70.0,2.0,Medium,62.0,False
4046,Male,88.0,15.0,78.0,0.0,Medium,88.0,True
6098,Male,78.0,17.0,82.0,3.0,Medium,85.0,True
1939,Male,82.0,12.0,78.0,0.0,Medium,92.0,True
2120,Male,92.0,17.0,77.0,3.0,Low,90.0,False
5909,Female,95.0,10.0,85.0,1.0,High,78.0,True
4772,Female,88.0,25.0,90.0,1.0,Low,90.0,True
7558,Male,85.0,30.0,78.0,2.0,Medium,80.0,False
8215,Male,91.0,30.0,78.0,1.0,High,92.0,False
3855,Female,82.0,25.0,65.0,3.0,High,68.0,True
3248,Female,90.0,30.0,90.0,2.0,Medium,92.0,True
9633,Female,90.0,20.0,65.0,0.0,High,92.0,False
6209,Female,92.0,17.0,86.0,3.0,High,72.0,False
5049,Male,88.0,10.0,70.0,3.0,Medium,92.0,False
2062,Male,82.0,8.0,70.0,1.0,Medium,72.0,False
9609,Female,85.0,17.0,82.0,3.0,Medium,88.0,True
4325,Female,92.0,8.0,90.0,2.0,Medium,62.0,False
2388,Male,90.0,18.0,77.0,2.0,Medium,92.0,False
7981,Female,85.0,8.0,60.0,1.0,Medium,90.0,True
8236,Male,88.0,20.0,88.0,2.0,High,72.0,True
5528,Male,90.0,20.0,85.0,1.0,High,72.0,True
5096,Female,88.0,25.0,86.0,0.0,Low,72.0,False
5617,Female,70.0,8.0,86.0,1.0,Medium,72.0,False
4728,Male,92.0,17.0,90.0,2.0,Low,72.0,False
6581,Male,95.0,25.0,60.0,0.0,High,78.0,True
7608,Female,95.0,22.0,78.0,3.0,High,68.0,False
7247,Male,70.0,20.0,70.0,0.0,High,78.0,False
5991,Male,88.0,20.0,70.0,0.0,High,88.0,True
2138,Female,88.0,25.0,90.0,2.0,Low,72.0,False
2126,Female,88.0,10.0,90.0,2.0,Medium,78.0,False
4325,Male,88.0,25.0,78.0,0.0,Medium,87.0,True
9615,Female,91.0,17.0,77.0,1.0,Low,80.0,False
6681,Female,70.0,22.0,65.0,0.0,High,68.0,False
8501,Female,78.0,22.0,85.0,0.0,Low,80.0,False
9810,Female,90.0,25.0,77.0,0.0,Low,87.0,True
9264,Female,70.0,17.0,65.0,2.0,High,72.0,True
8567,Female,95.0,8.0,90.0,0.0,High,80.0,True
6359,Female,85.0,17.0,85.0,2.0,Low,92.0,True
8713,Female,78.0,17.0,78.0,3.0,High,68.0,False
3759,Male,85.0,18.0,65.0,1.0,Medium,68.0,True
8242,Male,82.0,20.0,60.0,2.0,Medium,80.0,False
4305,Male,95.0,25.0,90.0,2.0,High,62.0,False
4148,Male,92.0,20.0,65.0,0.0,High,62.0,False
4105,Male,82.0,8.0,60.0,2.0,High,92.0,True
1245,Female,95.0,15.0,60.0,3.0,Medium,92.0,False
1719,Male,92.0,8.0,82.0,3.0,Medium,87.0,True
5127,Male,91.0,30.0,60.0,0.0,Medium,68.0,False
8899,Male,95.0,17.0,86.0,3.0,Medium,62.0,True
9248,Male,88.0,15.0,86.0,1.0,Medium,92.0,True
2300,Male,78.0,30.0,77.0,2.0,High,68.0,True
4900,Female,88.0,10.0,78.0,1.0,Low,80.0,False
1388,Male,95.0,30.0,90.0,3.0,Low,80.0,True
4644,Female,82.0,30.0,65.0,1.0,Low,80.0,True
4153,Male,78.0,17.0,65.0,2.0,High,88.0,True
4871,Male,70.0,17.0,82.0,1.0,Low,92.0,True
5966,Female,91.0,17.0,90.0,2.0,Medium,87.0,False
7188,Male,85.0,17.0,60.0,2.0,Low,62.0,False
1324,Female,70.0,20.0,82.0,3.0,Low,68.0,False
7233,Female,88.0,17.0,82.0,0.0,Low,88.0,True
8688,Male,78.0,25.0,78.0,1.0,Low,90.0,False
7113,Female,85.0,18.0,86.0,2.0,Medium,80.0,False
3660,Male,70.0,18.0,88.0,2.0,Low,78.0,True
7313,Male,92.0,25.0,77.0,1.0,Medium,80.0,True
5281,Female,78.0,18.0,90.0,3.0,Low,68.0,True
7297,Female,91.0,20.0,70.0,3.0,Medium,68.0,False
9202,Female,91.0,18.0,60.0,2.0,High,80.0,True
5407,Male,70.0,18.0,78.0,0.0,Medium,80.0,False
9600,Male,88.0,8.0,65.0,0.0,Medium,68.0,False
3981,Male,85.0,22.0,90.0,0.0,High,80.0,True
5249,Female,85.0,22.0,85.0,0.0,High,85.0,False
2052,Female,85.0,22.0,90.0,1.0,Medium,87.0,True
1685,Male,92.0,12.0,78.0,0.0,Low,72.0,False
8961,Female,95.0,22.0,60.0,1.0,Medium,90.0,False
7528,Female,91.0,15.0,88.0,1.0,High,80.0,False
3275,Male,91.0,20.0,70.0,2.0,Low,92.0,False
9436,Female,92.0,15.0,88.0,1.0,Low,90.0,False
8279,Male,91.0,17.0,60.0,3.0,High,90.0,True
7305,Female,91.0,25.0,65.0,1.0,Low,80.0,True
2465,Male,70.0,15.0,65.0,1.0,Medium,85.0,False
3016,Male,82.0,17.0,85.0,1.0,High,88.0,True
6623,Female,70.0,12.0,60.0,3.0,High,85.0,True
2460,Female,91.0,25.0,85.0,3.0,Medium,68.0,True
6092,Male,91.0,12.0,90.0,0.0,Medium,90.0,True
9515,Male,90.0,8.0,78.0,2.0,Medium,90.0,True
9189,Female,78.0,22.0,82.0,0.0,Low,80.0,True
5480,Female,92.0,17.0,82.0,0.0,High,90.0,True
4687,Male,78.0,17.0,60.0,2.0,Low,68.0,False
6528,Female,85.0,30.0,60.0,0.0,High,72.0,True
9978,Female,90.0,10.0,88.0,3.0,High,85.0,True
8239,Female,88.0,10.0,90.0,3.0,Low,92.0,False
2670,Male,70.0,8.0,65.0,1.0,High,90.0,True
2922,Female,91.0,8.0,65.0,0.0,High,80.0,False
5959,Male,70.0,20.0,77.0,0.0,Medium,78.0,True
2353,Male,85.0,12.0,90.0,1.0,Low,88.0,False
2549,Male,70.0,17.0,60.0,2.0,Low,68.0,True
7640,Male,70.0,12.0,70.0,2.0,Medium,87.0,True
4399,Male,78.0,22.0,65.0,1.0,Low,78.0,True
3110,Male,78.0,20.0,70.0,2.0,High,87.0,False
6956,Male,70.0,15.0,90.0,2.0,High,72.0,False
3291,Female,95.0,12.0,88.0,3.0,Low,72.0,True
4884,Male,92.0,10.0,82.0,3.0,High,88.0,False
5544,Male,91.0,8.0,85.0,2.0,Medium,85.0,False
8472,Male,88.0,8.0,65.0,2.0,High,87.0,True
7097,Male,70.0,10.0,88.0,0.0,Medium,80.0,True
5425,Male,82.0,20.0,70.0,0.0,High,90.0,False
5476,Male,92.0,18.0,78.0,1.0,Medium,92.0,True
3879,Female,91.0,17.0,85.0,2.0,Medium,88.0,False
3090,Female,85.0,12.0,78.0,0.0,High,62.0,True
7064,Male,91.0,8.0,77.0,0.0,Medium,80.0,False
5519,Female,88.0,25.0,82.0,2.0,Medium,62.0,True
2256,Male,90.0,10.0,86.0,1.0,High,85.0,True
7946,Male,85.0,17.0,70.0,2.0,Low,87.0,True
1119,Female,88.0,30.0,90.0,2.0,Low,88.0,True
9577,Male,78.0,17.0,88.0,0.0,High,90.0,False
7211,Male,95.0,20.0,88.0,3.0,Low,87.0,False
5337,Male,85.0,22.0,60.0,3.0,Medium,72.0,False
8999,Male,95.0,15.0,86.0,1.0,Medium,85.0,False
4050,Male,95.0,15.0,85.0,0.0,Medium,92.0,True
7729,Male,88.0,15.0,65.0,2.0,High,78.0,False
8017,Male,88.0,18.0,85.0,1.0,Low,78.0,False
1095,Female,92.0,20.0,90.0,2.0,High,68.0,False
